Mineral name,Chemical formula,Subgroup,Group,Machine readable formula, Elemental wt%,Oxide wt%
stilbite-ca,NaCa4(Si27Al9)O72 · 28H2O,zeolite group,tectosilicate,"[['Na', 1, 1], ['Ca', 4, 2], ['Al', 9, 3], ['Si', 27, 4], ['O', 100, -2], ['H', 56, 1]]","{'Na': 0.81, 'Ca': 5.64, 'Al': 8.55, 'Si': 26.69, 'O': 56.32, 'H': 1.99}","{'Na2O': 1.09, 'CaO': 7.90, 'Al2O3': 16.15, 'SiO2': 57.11, 'H2O': 17.76}"
laumontite,CaAl2Si4O12 · 4H2O,zeolite group,tectosilicate,"[['Ca', 1, 2], ['Al', 2, 3], ['Si', 4, 4], ['O', 16, -2], ['H', 8, 1]]","{'Ca': 8.52, 'Al': 11.47, 'Si': 23.88, 'O': 54.42, 'H': 1.71}","{'CaO': 11.92, 'Al2O3': 21.67, 'SiO2': 51.09, 'H2O': 15.32}"
analcime,Na(AlSi2O6) · H2O,zeolite group,tectosilicate,"[['Na', 1, 1], ['Al', 1, 3], ['Si', 2, 4], ['O', 7, -2], ['H', 2, 1]]","{'Na': 10.44, 'Al': 12.26, 'Si': 25.51, 'O': 50.87, 'H': 0.92}","{'Na2O': 14.08, 'Al2O3': 23.16, 'SiO2': 54.58, 'H2O': 8.18}"
wairakite,Ca(Si4Al2)O12·2H2O,zeolite group,tectosilicate,"[['Ca', 1, 1], ['Al', 2, 3], ['Si', 4, 4], ['O', 14, -2], ['H', 4, 1]]","{'Ca': 9.23, 'Al': 12.42, 'Si': 25.86, 'O': 51.56, 'H': 0.93}","{'CaO': 12.91, 'Al2O3': 23.47, 'SiO2': 55.33, 'H2O': 8.29}"
bikitaite,LiAlSi2O6 · H2O,zeolite group,tectosilicate,"[['Li', 1, 1], ['Al', 1, 3], ['Si', 2, 4], ['O', 7, -2], ['H', 2, 1]]","{'Li': 3.4, 'Al': 13.22, 'Si': 27.52, 'O': 54.87, 'H': 0.99}","{'Li2O': 7.32, 'Al2O3': 24.98, 'SiO2': 58.88, 'H2O': 8.83}"
clinoptilolite-Ca,Ca3(Si30Al6)O72 · 20H2O,zeolite group,tectosilicate,"[['Ca', 3, 2], ['Al', 6, 3], ['Si', 30, 4], ['O', 92, -2], ['H', 40, 1]]","{'Ca': 4.56, 'Al': 6.14, 'Si': 31.95, 'O': 55.82, 'H': 1.53}","{'CaO': 6.38, 'Al2O3': 11.61, 'SiO2': 68.36, 'H2O': 13.66}"
clinoptilolite-Na,Na6(Si30Al6)O72 · 20H2O,zeolite group,tectosilicate,"[['Na', 6, 1], ['Al', 6, 3], ['Si', 30, 4], ['O', 92, -2], ['H', 40, 1]]","{'Na': 5.2, 'Al': 6.1, 'Si': 31.74, 'O': 55.45, 'H': 1.52}","{'Na2O': 7.01, 'Al2O3': 11.52, 'SiO2': 67.89, 'H2O': 13.58}"
carpholite,Mn2+Al2Si2O6(OH)4,carpholite group,inosilicate,"[['Mn', 1, 2], ['Al', 2, 3], ['Si', 2, 4], ['O', 10, -2], ['H', 4, 1]]","{'Mn': 16.69, 'Al': 16.4, 'Si': 17.07, 'O': 48.62, 'H': 1.23}","{'MnO': 21.56, 'Al2O3': 30.98, 'SiO2': 36.51, 'H2O': 10.95}"
magnesiocarpholite,MgAl2Si2O6(OH)4,carpholite group,inosilicate,"[['Mg', 1, 2], ['Al', 2, 3], ['Si', 2, 4], ['O', 10, -2], ['H', 4, 1]]","{'Mg': 8.14, 'Al': 18.08, 'Si': 18.82, 'O': 53.61, 'H': 1.35}","{'MgO': 13.50, 'Al2O3': 34.16, 'SiO2': 40.26, 'H2O': 12.07}"
cummingtonite,Mg2Mg5(Si8O22)(OH)2,clinoamphibole group,inosilicate,"[['Mg', 7, 2], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Mg': 21.79, 'Si': 28.78, 'O': 49.18, 'H': 0.26}","{'MgO': 36.13, 'SiO2': 61.56, 'H2O': 2.31}"
actinolite,Ca2(Mg4.5-2.5Fe0.5-2.5)Si8O22(OH)2,clinoamphibole group,inosilicate,"[['Ca'. 2, 2], ['Mg', 3.5, 2], ['Fe', 1.5, 2], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Ca': 9.33, 'Mg': 9.9, 'Fe': 9.74, 'Si': 26.14, 'O': 44.66, 'H': 0.23}","{'CaO': 13.05, 'MgO': 16.4, 'FeO': 12.53, 'SiO2': 55.91, 'H2O': 2.10}"
glaucophane,Na2][Mg3Al2]Si8O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 2, 1], ['Mg', 3, 2], ['Al', 2, 3], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 5.87, 'Mg': 9.31, 'Al': 6.89, 'Si': 28.67, 'O': 49.01, 'H': 0.26}","{'MgO': 15.43, 'Na2O': 7.91, 'Al2O3': 13.01, 'SiO2': 61.35, 'H2O': 2.30}"
tschermakite,(Ca2)(Mg3Al2)(Al2Si6O22)(OH)2,clinoamphibole group,inosilicate,"[['Ca', 2, 2], ['Mg', 3, 2], ['Al', 4, 3], ['Si', 6, 4], ['O', 24, -2], ['H', 2, 1]]","{'Ca': 9.83, 'Mg': 8.94, 'Al': 13.23, 'Si': 20.66, 'O': 47.09, 'H': 0.25}","{'MgO': 14.83, 'CaO': 13.75, 'Al2O3': 25, 'SiO2': 44.21, 'H2O': 2}"
winchite,{CaNa}{Mg4Al}(Si8O22)(OH)2,clinoamphibole group,inosilicate,"[['Ca', 1, 2], ['Na', 1, 1], ['Mg', 4, 2], ['Al', 1, 3], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Ca': 5.02, 'Na': 2.88, 'Mg': 12.18, 'Al': 3.38, 'Si': 28.16, 'O': 48.12, 'H': 0.25}","{'MgO': 20.2, 'Na2O': 3.89, 'CaO': 7.02, 'Al2O3': 6.38, 'SiO2': 60.24, 'H2O': 2}"
riebeckite,[Na2][Fe2+3Fe3+2]Si8O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 2, 1], ['Fe', 3, 2], ['Fe', 2, 3], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 4.91, 'Fe': 29.84, 'Si': 24.01, 'O': 41.03, 'H': 0.22}","{'FeO': 23.03, 'Na2O': 6.62, 'Fe2O3': 17.06, 'SiO2': 51.36, 'H2O': 1.92}"
edenite,NaCa2Mg5(Si7Al)O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Ca', 2, 2], ['Mg', 5, 2], ['Al', 1, 3], ['Si', 7, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 2.76, 'Ca': 9.61, 'Mg': 14.57, 'Al': 3.23, 'Si': 23.57, 'O': 46.03, 'H': 0.24}","{'CaO': 13.44, 'Na2O': 3.71, 'MgO': 24.16, 'Al2O3': 6.11, 'SiO2': 50.42, 'H2O': 2.16}"
pargasite,NaCa2(Mg4Al)(Si6Al2)O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Ca', 2, 2], ['Mg', 4, 2], ['Al', 3, 3], ['Si', 6, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 2.75, 'Ca': 9.59, 'Mg': 11.63, 'Al': 9.68, 'Si': 20.16, 'O': 45.94, 'H': 0.24}","{'CaO': 13.41, 'Na2O': 3.71, 'MgO': 19.29, 'Al2O3': 18.29, 'SiO2': 43.09, 'H2O': 2.16}"
grunerite,{Fe2+2}{Fe2+5}(Si8O22)(OH)2,clinoamphibole group,inosilicate,"[['Fe', 7, 2], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Fe': 39.03, 'Si': 22.43, 'O': 38.34, 'H': 0.2}","{'FeO': 50.21, 'SiO2': 47.99, 'H2O': 1.80 }"
arfvedsonite,[Na][Na2][Fe2+4Fe3+]Si8O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 3, 1], ['Fe', 4, 2], ['Fe', 1, 3], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 7.19, 'Fe': 29.12, 'Si': 23.43, 'O': 40.05, 'H': 0.21}","{'FeO': 29.97, 'Na2O': 9.70, 'Fe2O3': 8.33, 'SiO2': 50.13, 'H2O': 1.88}"
hastingsite,NaCa2(Fe2+4Fe3+)(Si6Al2)O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Ca', 2, 2], ['Fe', 4, 2], ['Fe', 1, 3], ['Si', 6, 4], ['Al', 2, 3], ['O', 24, -2], ['H', 2, 1]]","{'Na': 2.32, 'Ca': 8.09, 'Fe': 28.18, 'Si': 17.01, 'Al': 5.45, 'O': 38.75, 'H': 0.2}","{'CaO': 11.32, 'Na2O': 3.13, 'Fe2O3': 8.06, 'Al2O3': 10.29, 'FeO': 29.00, 'SiO2': 36.38, 'H2O': 1.82}"
kaersutite,NaCa2(Mg4Ti4+)(Si6Al2)O23OH2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Ca', 2, 2], ['Mg', 4, 2], ['Ti', 1, 4], ['Si', 6, 4], ['Al', 2, 3], ['O', 25, -2], ['H', 2, 1]]","{'Na': 2.68, 'Ca': 9.18, 'Mg': 11.14, 'Ti': 5.49, 'Si': 19.31, 'Al': 6.18, 'O': 45.83, 'H': 0.23}","{'CaO': 12.85, 'Na2O': 3.55, 'TiO2': 9.15, 'Al2O3': 11.68, 'MgO': 18.47, 'SiO2': 41.31, 'H2O': 2.06}"
sadanagaite,{Na}{Ca2}{Mg3Al2}(Si5Al3O22)(OH)2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Ca', 2, 2], ['Mg', 3, 2], ['Si', 5, 4], ['Al', 5, 3], ['O', 24, -2], ['H', 2, 1]]","{'Na': 2.75, 'Ca': 9.57, 'Mg': 8.71, 'Si': 16.77, 'Al': 16.11, 'O': 45.86, 'H': 0.24}","{'CaO': 13.38, 'Na2O': 3.71, 'MgO': 14.45, 'Al2O3': 30.42, 'SiO2': 35.85, 'H2O': 2.14}"
richterite,Na(NaCa)Mg5(Si8O22)(OH)2,clinoamphibole group,inosilicate,"[['Na', 2, 1], ['Ca', 1, 2], ['Mg', 5, 2], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 5.62, 'Ca': 4.9, 'Mg': 14.85, 'Si': 27.46, 'O': 46.93, 'H': 0.25}","{'MgO': 24.63, 'Na2O': 7.58, 'CaO': 6.85, 'SiO2': 58.76, 'H2O': 2.23}"
taramite,Na(CaNa)(Mg3Al2)(Al2Si6O22)(OH)2,clinoamphibole group,inosilicate,"[['Na', 2, 1], ['Ca', 1, 2], ['Mg', 3, 2], ['Si', 6, 4], ['Al', 4, 3], ['O', 24, -2], ['H', 2, 1]]","{'Na': 5.6, 'Ca': 4.88, 'Mg': 8.88, 'Si': 20.51, 'Al': 13.14, 'O': 46.75, 'H': 0.25}","{'CaO': 6.83, 'Na2O': 7.55, 'MgO': 14.72, 'Al2O3': 24.82, 'SiO2': 43.89, 'H2O': 2.23}"
katophorite,{Na}{CaNa}{Mg4Al}[(AlSi7)O22](OH)2,clinoamphibole group,inosilicate,"[['Na', 2, 1], ['Ca', 1, 2], ['Mg', 4, 2], ['Si', 7, 4], ['Al', 2, 3], ['O', 24, -2], ['H', 2, 1]]","{'Na': 5.61, 'Ca': 4.89, 'Mg': 11.86, 'Si': 23.98, 'Al': 6.58, 'O': 46.84, 'H': 0.25}","{'CaO': 6.84, 'Na2O': 7.56, 'MgO': 19.66, 'Al2O3': 12.43, 'SiO2': 51.27, 'H2O': 2.23}"
eckermannite,NaNa2(Mg4Al}Si8O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 3, 1], ['Mg', 4, 2], ['Si', 8, 4], ['Al', 1, 3], ['O', 24, -2], ['H', 2, 1]]","{'Na': 8.58, 'Mg': 12.09, 'Si': 27.95, 'Al': 3.36, 'O': 47.77, 'H': 0.25}","{'MgO': 20.06, 'Na2O': 11.57, 'Al2O3': 6.34, 'SiO2': 59.80, 'H2O': 2.24}"
nybøite,NaNa2(Mg3Al2)(AlSi7O22)(OH)2,clinoamphibole group,inosilicate,"[['Na', 3, 1], ['Mg', 3, 2], ['Si', 7, 4], ['Al', 3, 3], ['O', 24, -2], ['H', 2, 1]]","{'Na': 8.56, 'Mg': 9.05, 'Si': 24.41, 'Al': 10.05, 'O': 47.68, 'H': 0.25}","{'MgO': 15.01, 'Na2O': 11.53, 'Al2O3': 18.99, 'SiO2': 52.22, 'H2O': 2.23}"
pedrizite,NaLi2(LiMg2Al2)(Si8O22)(OH)2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Li', 3, 1], ['Mg', 2, 2], ['Si', 8, 4], ['Al', 2, 3], ['O', 24, -2], ['H', 2, 1]]","{'Na': 3.04, 'Li': 2.75, 'Mg': 6.42, 'Si': 29.68, 'Al': 7.13, 'O': 50.72, 'H': 0.27}","{'Li2O': 5.92, 'Na2O': 4.10, 'MgO': 10.64, 'Al2O3': 13.47, 'SiO2': 63.45, 'H2O': 2.41}"
leakeite,NaNa2(Mg2Al2Li)(Si8O22)(OH)2,clinoamphibole group,inosilicate,"[['Na', 3, 1], ['Li', 1, 1], ['Mg', 2, 2], ['Si', 8, 4], ['Al', 2, 3], ['O', 24, -2], ['H', 2, 1]]","{'Na': 8.74, 'Li': 0.88, 'Mg': 6.16, 'Si': 28.47, 'Al': 6.84, 'O': 48.66, 'H': 0.26}","{'Li2O': 1.89, 'Na2O': 11.78, 'MgO': 10.21, 'Al2O3': 12.93, 'SiO2': 60.91, 'H2O': 2.32}"
ferro-actinolite,Ca2Fe2+5(Si8O22)(OH)2,clinoamphibole group,inosilicate,"[['Ca', 2, 2], ['Fe', 5, 2], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Ca': 8.26, 'Fe': 28.78, 'Si': 23.16, 'O': 39.58, 'H': 0.21}","{'CaO': 11.56, 'FeO': 37.03, 'SiO2': 49.55, 'H2O': 1.86}"
fluorocannilloite,CaCa2(Mg4Al)(Si5Al3)O22F2,clinoamphibole group,inosilicate,"[['Ca', 3, 2], ['Mg', 4, 2], ['Al', 4, 3], ['Si', 5, 4], ['O', 22, -2], ['F', 2, 1]]","{'Ca': 14.05, 'Mg': 11.36, 'Al': 12.61, 'Si': 16.41, 'O': 41.13, 'F': 4.44}","{'CaO': 19.66, 'MgO':18.84, 'Al2O3': 23.83, 'SiO2': 35.10, 'F': 2.57}"
ferro-edenite,NaCa2Fe2+5(Si7Al)O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Ca', 2, 2], ['Fe', 5, 2], ['Al', 1, 3], ['Si', 7, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 2.32, 'Ca': 8.08, 'Fe': 28.15, 'Al': 2.72, 'Si': 19.82, 'O': 38.71, 'H': 0.2}","{'Na2O': 3.12, 'CaO': 11.31, 'FeO':36.21, 'Al2O3': 5.14, 'SiO2': 42.40, 'H2O':1.82}"
fluoroedenite,NaCa2Mg5(Si7Al)O22F2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Ca', 2, 2], ['Mg', 5, 2], ['Al', 1, 3], ['Si', 7, 4], ['O', 22, -2], ['F', 2, 1]]","{'Na': 2.74, 'Ca': 9.56, 'Mg': 14.5, 'Al': 3.22, 'Si': 23.45, 'O': 41.99, 'F': 4.53}","{'Na2O': 3.70, 'CaO': 13.37, 'MgO':24.04, 'Al2O3': 6.08, 'SiO2': 50.12, 'F':2.69}"
magnesio-fluoro-hastingsite,NaCa2(Mg4Fe3+)(Si6Al2)O22F2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Ca', 2, 2], ['Mg', 4, 2], ['Fe', 1, 3], ['Al', 2, 3], ['Si', 6, 4], ['O', 22, -2], ['F', 2, 1]]","{'Na': 2.65, 'Ca': 9.23, 'Mg': 11.19, 'Fe': 6.43, 'Al': 6.21, 'Si': 19.4, 'O': 40.52, 'F': 4.37}","{'Na2O': 3.57, 'CaO': 12.91, 'MgO':18.54, 'Fe2O3': 9.19, 'Al2O3': 11.73, 'SiO2': 41.47, 'F':2.59}"
magnesio-hastingsite,NaCa2(Mg4Fe3+)(Si6Al2)O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Ca', 2, 2], ['Mg', 4, 2], ['Fe', 1, 3], ['Al', 2, 3], ['Si', 6, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 2.66, 'Ca': 9.27, 'Mg': 11.24, 'Fe': 6.46, 'Al': 6.24, 'Si': 19.49, 'O': 44.41, 'H': 0.23}","{'Na2O': 3.58, 'CaO': 12.97, 'MgO': 18.64, 'Fe2O3': 9.23, 'Al2O3': 11.79, 'SiO2': 41.69, 'H2O':2.08}"
postassic-chloro-hastingsite,KCa2(Fe2+4Fe3+)(Si6Al2)O22Cl2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Ca', 2, 2], ['Fe', 4, 2], ['Fe', 1, 3], ['Al', 2, 3], ['Si', 6, 4], ['O', 22, -2], ['Cl', 2, 1]]","{'K': 3.75, 'Ca': 7.68, 'Fe':  26.74, 'Al': 5.17, 'Si': 16.14, 'O': 33.72, 'Cl': 6.79}","{'K2O': 4.44, 'CaO': 10.59, 'FeO': 27.10, 'Fe2O3': 7.53, 'Al2O3': 9.63, 'SiO2': 34.03, 'Cl':6.69}"
postassic-fluoro-hastingsite,KCa2(Fe2+4Fe3+)(Si6Al2)O22F2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Ca', 2, 2], ['Fe', 4, 2], ['Fe', 1, 3], ['Al', 2, 3], ['Si', 6, 4], ['O', 22, -2], ['F', 2, 1]]","{'K': 3.87, 'Ca': 7.93, 'Fe': 27.64, 'Al': 5.34, 'Si': 16.67, 'O': 34.82, 'F': 3.76}","{'K2O':4.53, 'CaO': 10.79, 'FeO': 28.52, 'Fe2O3': 7.95, 'Al2O3': 9.82, 'SiO2': 34.65, 'F': 3.78}"
postassic-hastingsite,KCa2(Fe2+4Fe3+)(Al2Si6O22)(OH)2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Ca', 2, 2], ['Fe', 4, 2], ['Fe', 1, 3], ['Al', 2, 3], ['Si', 6, 4], ['O', 24, -2], ['H', 2, 1]]","{'K': 3.88, 'Ca': 7.96, 'Fe': 27.72, 'Al': 5.36, 'Si': 16.73, 'O': 38.13, 'H': 0.2}","{'K2O':4.67, 'CaO': 11.14, 'FeO': 28.48, 'Fe2O3': 7.92, 'Al2O3':10.13, 'SiO2': 36.3, 'H2O': 1.8}"
postassic-magnesio-hastingsite,KCa2(Mg4Fe3+)(Si6Al2)O22(OH)2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Ca', 2, 2], ['Mg', 4, 2], ['Fe', 1, 3], ['Al', 2, 3], ['Si', 6, 4], ['O', 24, -2], ['H', 2, 1]]","{'K': 4.44, 'Ca': 9.1, 'Mg': 11.04, 'Fe': 6.34, 'Al': 6.13, 'Si': 19.13, 'O': 43.6, 'H': 0.23}","{'K2O':5.43, 'CaO': 12.95, 'MgO': 18.68, 'Fe2O3': 9.24, 'Al2O3':11.27, 'SiO2': 41.27, 'H2O': 1.23}"
ferro-ferri-hornblende,Ca2(Fe2+4Fe3+)(AlSi7O22)(OH)2,clinoamphibole group,inosilicate,"[['Ca', 2, 2], ['Fe', 4, 2], ['Fe', 1, 3], ['Al', 1, 3], ['Si', 7, 4], ['O', 24, -2], ['H', 2, 1]]","{'Ca': 8.27, 'Fe': 28.81, 'Al': 2.78, 'Si': 20.29, 'O': 39.63, 'H': 0.21}","{'CaO': 10.71, 'FeO': 32.37, 'Fe2O3': 8.11, 'Al2O3': 5.17, 'SiO2': 42.06, 'H2O': 1.88}"
ferro-hornblende,Ca2(Fe2+4Al)(Si7Al)O22(OH)2,clinoamphibole group,inosilicate,"[['Ca', 2, 2], ['Fe', 4, 2], ['Al', 2, 3], ['Si', 7, 4], ['O', 24, -2], ['H', 2, 1]]","{'Ca': 8.53, 'Fe': 23.76, 'Al': 5.74, 'Si': 20.91, 'O': 40.85, 'H': 0.21}","{'CaO': 11.55, 'FeO': 32.88, 'Al2O3': 10.52, 'SiO2': 43.37, 'H2O': 1.82}"
magnesio-ferri-fluoro-hornblende,Ca2(Mg4Fe3+)(AlSi7O22)F2,clinoamphibole group,inosilicate,"[['Ca', 2, 2], ['Mg', 4, 2], ['Fe', 1, 3], ['Al', 1, 3], ['Si', 7, 4], ['O', 22, -2], ['F', 2, 1]]","{'Ca': 9.47, 'Mg': 11.48, 'Fe': 6.59, 'Al': 3.19, 'Si': 23.22, 'O': 41.57, 'F': 4.49}","{'CaO': 13.26, 'MgO': 19.02, 'Fe2O3': 9.41, 'Al2O3': 6.02, 'SiO2': 49.66, 'F': 2.69}"
magnesio-ferri-hornblende,Ca2(Mg4Fe3+)[(Si7Al)O22](OH)2,clinoamphibole group,inosilicate,"[['Ca', 2, 2], ['Mg', 4, 2], ['Fe', 1, 3], ['Al', 1, 3], ['Si', 7, 4], ['O', 24, -2], ['H', 2, 1]]","{'Ca': 9.51, 'Mg': 11.54, 'Fe': 6.63, 'Al': 3.2, 'Si': 23.33, 'O': 45.56, 'H': 0.24}","{'CaO': 13.31, 'MgO':  19.14, 'Fe2O3': 9.47, 'Al2O3': 6.05, 'SiO2': 49.89, 'H2O': 2.14}"
ferri-winchite,(NaCa)(Mg4Fe3+)Si8O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Ca', 1, 2], ['Mg', 4, 2], ['Fe', 1, 3], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 2.78, 'Ca': 4.85, 'Mg': 11.76, 'Fe': 6.75, 'Si': 27.17, 'O': 46.44, 'H': 0.24}","{'CaO': 6.79, 'Na2O': 3.75, 'MgO':  19.50, 'Fe2O3': 9.64,'SiO2':  58.13, 'H2O': 2.14}"
ferri-taramite,Na(CaNa)(Mg3Fe3+2)(Al2Si6O22)(OH)2,clinoamphibole group,inosilicate,"[['Na', 2, 1], ['Ca', 1, 2], ['Mg', 3, 2], ['Fe', 2, 3], ['Al', 2, 3], ['Si', 6, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 5.23, 'Ca': 4.56, 'Mg': 8.29, 'Fe': 12.7, 'Al': 6.14, 'Si': 19.17, 'O': 43.68, 'H': 0.23}","{'CaO': 6.38, 'Na2O': 7.05, 'MgO': 13.75, 'Fe2O3':  18.14,'Al2O3': 11.60, 'SiO2':  41.00, 'H2O': 2.06}"
magnesio-fluoro-arfvedsonite,NaNa2(Mg4Fe3+)Si8O22F2,clinoamphibole group,inosilicate,"[['Na', 3, 1], ['Mg', 4, 2], ['Fe', 1, 3], ['Si', 8, 4], ['O', 22, -2], ['F', 2, 1]]","{'Na': 8.24, 'Mg': 11.62, 'Fe': 6.67, 'Si': 26.85, 'O': 42.07, 'F': 4.54}","{'Na2O': 11.10, 'MgO': 19.27, 'Fe2O3':  9.53, 'SiO2':  57.44, 'F': 2.66}"
potassic-magnesio-fluoro-arfvedsonite,KNa2(Mg4Fe3+)Si8O22F2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Na', 2, 1], ['Mg', 4, 2], ['Fe', 1, 3], ['Si', 8, 4], ['O', 22, -2], ['F', 2, 1]]","{'K': 4.58, 'Na': 5.39, 'Mg': 11.4, 'Fe': 6.55, 'Si': 26.35, 'O': 41.27, 'F': 4.46}","{'Na2O': 7.26, 'K2O': 5.52,  'MgO': 18.91, 'Fe2O3':  9.36, 'SiO2':  56.34, 'F': 2.61}"
magnesio-arfvedsonite,{Na}{Na2}{Mg4Fe3+}(Si8O22)(OH)2,clinoamphibole group,inosilicate,"[['Na', 3, 1], ['Mg', 4, 2], ['Fe', 1, 3], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 8.28, 'Mg': 11.67, 'Fe': 6.71, 'Si': 26.98, 'O': 46.11, 'H': 0.24}","{'Na2O': 11.16, 'MgO': 19.35, 'Fe2O3':  9.59, 'SiO2':  57.7, 'H2O': 2.14}"
potassic-magnesio-arfvedsonite,[K][Na2][Mg4Fe3+]Si8O22(OH)2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Na', 2, 1], ['Mg', 4, 2], ['Fe', 1, 3], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'K': 4.61, 'Na': 5.42, 'Mg': 11.45, 'Fe': 6.58, 'Si': 26.47, 'O': 45.24, 'H': 0.24}","{'Na2O': 7.3, 'K2O': 5.55,  'MgO': 18.99, 'Fe2O3': 9.40, 'SiO2':  56.65, 'H2O': 2.14}"
potassic-arfvedsonite,KNa2(Fe2+4Fe3+)Si8O22(OH)2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Na', 2, 1], ['Fe', 4, 2], ['Fe', 1, 3], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'K': 4.01, 'Na': 4.72, 'Fe': 28.63, 'Si': 23.04, 'O': 39.38, 'H': 0.21}","{'Na2O': 6.36, 'K2O': 4.83,  'FeO': 29.47, 'Fe2O3': 8.19, 'SiO2':  49.27, 'H2O': 1.85}"
mangani-eckermannite,NaNa2(Mg4Mn3+)Si8O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 3, 1], ['Mg', 4, 2], ['Mn', 1, 3], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 8.29, 'Mg': 11.69, 'Mn': 6.6, 'Si': 27.01, 'O': 46.16, 'H': 0.24}","{'Na2O': 11.18, 'MgO': 19.38, 'Mn2O3': 9.49, 'SiO2':  57.78, 'H2O': 2.17}"
mangano-ferri-eckermannite,NaNa2(Mn2+4Fe3+)Si8O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 3, 1], ['Mn', 4, 2], ['Fe', 1, 3], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 7.22, 'Mn': 23.0, 'Fe': 5.85, 'Si': 23.52, 'O': 40.2, 'H': 0.21}","{'Na2O': 9.74, 'MnO': 29.69, 'Fe2O3': 8.36, 'SiO2':  50.31, 'H2O': 1.89}"
ferro-glaucophane,[Na2][Fe2+3Al2]Si8O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 2, 1], ['Fe', 3, 2], ['Al', 2, 3], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 5.24, 'Fe': 19.08, 'Al': 6.15, 'Si': 25.58, 'O': 43.73, 'H': 0.23}","{'Na2O': 7.06, 'FeO': 24.54, 'Al2O3': 11.61, 'SiO2':  54.75, 'H2O': 2.05}"
ferro-fluoro-leakeite,{Na}{Na2}{Mg2Fe3+2Li}(Si8O22)F2,clinoamphibole group,inosilicate,"[['Na', 3, 1], ['Mg', 2, 2], ['Fe', 2, 3], ['Li', 1, 1], ['Si', 8, 4], ['O', 22, -2], ['F', 2, 1]]","{'Na': 8.11, 'Mg': 5.71, 'Fe': 13.13, 'Li': 0.82, 'Si': 26.41, 'O': 41.37, 'F': 4.47}","{'Na2O': 10.73, 'MgO': 9.30, 'Fe2O3': 18.42, 'Li2O': 1.72, 'SiO2':  55.45, 'F': 4.38}"
